t	h
11900.8	25188.9
11901.8	25188.9
11902.8	25188.9
11903.8	25188.9
11904.8	25188.9
11905.8	25188.9
11906.8	25188.9
11907.8	25188.9
11908.8	25188.9
11909.8	25188.9
11910.8	25188.9
11911.8	25188.9
11912.8	25188.9
11913.8	25188.9
11914.8	25188.9
11915.8	25188.9
11916.8	25188.9
11917.8	25188.9
11918.8	25188.9
11919.8	25188.9
11920.8	25188.9
11921.8	25188.9
11922.8	25188.9
11923.8	25188.9
11924.8	25188.9
11925.8	25188.9
11926.8	25188.9
11927.8	25188.9
11928.8	25188.9
11929.8	25189
11930.8	25189
11931.8	25189
11932.8	25189
11933.8	25189
11934.8	25189
11935.8	25189
11936.8	25189
11937.8	25189
11938.8	25189
11939.8	25189
11940.8	25189
11941.8	25189
11942.8	25189
11943.8	25189
11944.8	25189
11945.8	25189
11946.8	25189
11947.8	25188.9
11948.8	25188.9
11949.8	25188.9
11950.8	25188.9
11951.8	25188.9
11952.8	25188.9
11953.8	25188.9
11954.8	25188.9
11955.8	25188.9
11956.8	25188.9
11957.8	25188.9
11958.8	25188.9
11959.8	25188.9
11960.8	25188.9
11961.8	25188.9
11962.8	25188.9
11963.8	25188.9
11964.8	25188.9
11965.8	25188.9
11966.8	25188.9
11967.8	25188.9
11968.8	25188.9
11969.8	25188.9
11970.8	25188.9
11971.8	25188.9
11972.8	25188.9
11973.8	25188.9
11974.8	25188.9
11975.8	25188.9
11976.8	25188.8
11977.8	25188.8
11978.8	25188.8
11979.8	25188.8
11980.8	25188.8
11981.8	25188.8
11982.8	25188.8
11983.8	25188.8
11984.8	25188.8
11985.8	25188.8
11986.8	25188.8
11987.8	25188.8
11988.8	25188.8
11989.8	25188.8
11990.8	25188.8
11991.8	25188.8
11992.8	25188.8
11993.8	25188.8
11994.8	25188.8
11995.8	25188.8
11996.8	25188.8
11997.8	25188.8
11998.8	25188.8
11999.8	25188.7
12000.8	25188.7
12001.8	25188.7
12002.8	25188.7
12003.8	25188.7
12004.8	25188.7
12005.8	25188.7
12006.8	25188.7
12007.8	25188.7
12008.8	25188.7
12009.8	25188.7
12010.8	25188.7
12011.8	25188.7
12012.8	25188.7
12013.8	25188.7
12014.8	25188.7
12015.8	25188.7
12016.8	25188.7
12017.8	25188.7
12018.8	25188.7
12019.8	25188.7
12020.8	25188.7
12021.8	25188.7
12022.8	25188.7
12023.8	25188.7
12024.8	25188.7
12025.8	25188.7
12026.8	25188.7
12027.8	25188.7
12028.8	25188.7
12029.8	25188.7
12030.8	25188.7
12031.8	25188.7
12032.8	25188.7
12033.8	25188.7
12034.8	25188.7
12035.8	25188.7
12036.8	25188.7
12037.8	25188.8
12038.8	25188.8
12039.8	25188.8
12040.8	25188.8
12041.8	25188.8
12042.8	25188.8
12043.8	25188.8
12044.8	25188.8
12045.8	25188.8
12046.8	25188.8
12047.8	25188.8
12048.8	25188.8
12049.8	25188.8
12050.8	25188.8
12051.8	25188.8
12052.8	25188.8
12053.8	25188.8
12054.8	25188.8
12055.8	25188.8
12056.8	25188.8
12057.8	25188.8
12058.8	25188.8
12059.8	25188.8
12060.8	25188.8
12061.8	25188.9
12062.8	25188.9
12063.8	25188.9
12064.8	25188.9
12065.8	25188.9
12066.8	25188.9
12067.8	25188.9
12068.8	25188.9
12069.8	25188.9
12070.8	25188.9
12071.8	25188.9
12072.8	25188.9
12073.8	25188.9
12074.8	25188.9
12075.8	25188.9
12076.8	25188.9
12077.8	25188.9
12078.8	25188.9
12079.8	25188.9
12080.8	25188.9
12081.8	25188.9
12082.8	25188.9
12083.8	25188.9
12084.8	25188.9
12085.8	25188.9
12086.8	25188.9
12087.8	25188.9
12088.8	25188.9
12089.8	25188.9
12090.8	25189
12091.8	25189
12092.8	25189
12093.8	25189
12094.8	25189
12095.8	25189
12096.8	25189
12097.8	25189
12098.8	25189
12099.8	25189
12100.8	25189
12101.8	25189
12102.8	25189
12103.8	25189
12104.8	25189
12105.8	25189
12106.8	25188.9
12107.8	25188.9
12108.8	25188.9
12109.8	25188.9
12110.8	25188.9
12111.8	25188.9
12112.8	25188.9
12113.8	25188.9
12114.8	25188.9
12115.8	25188.9
12116.8	25188.9
12117.8	25188.9
12118.8	25188.9
12119.8	25188.9
12120.8	25188.9
12121.8	25188.9
12122.8	25188.9
12123.8	25188.9
12124.8	25188.9
12125.8	25188.9
12126.8	25188.9
12127.8	25188.9
12128.8	25188.9
12129.8	25188.9
12130.8	25188.9
12131.8	25188.9
12132.8	25188.9
12133.8	25188.9
12134.8	25188.9
12135.8	25188.9
12136.8	25188.8
12137.8	25188.8
12138.8	25188.8
12139.8	25188.8
12140.8	25188.8
12141.8	25188.8
12142.8	25188.8
12143.8	25188.8
12144.8	25188.8
12145.8	25188.8
12146.8	25188.8
12147.8	25188.8
12148.8	25188.8
12149.8	25188.8
12150.8	25188.8
12151.8	25188.8
12152.8	25188.8
12153.8	25188.8
12154.8	25188.8
12155.8	25188.8
12156.8	25188.8
12157.8	25188.8
12158.8	25188.8
12159.8	25188.8
12160.8	25188.7
12161.8	25188.7
12162.8	25188.7
12163.8	25188.7
12164.8	25188.7
12165.8	25188.7
12166.8	25188.7
12167.8	25188.7
12168.8	25188.7
12169.8	25188.7
12170.8	25188.7
12171.8	25188.7
12172.8	25188.7
12173.8	25188.7
12174.8	25188.7
12175.8	25188.7
12176.8	25188.7
12177.8	25188.7
12178.8	25188.7
12179.8	25188.7
12180.8	25188.7
12181.8	25188.7
12182.8	25188.7
12183.8	25188.7
12184.8	25188.7
12185.8	25188.7
12186.8	25188.7
12187.8	25188.7
12188.8	25188.7
12189.8	25188.7
12190.8	25188.7
12191.8	25188.7
12192.8	25188.7
12193.8	25188.7
12194.8	25188.7
12195.8	25188.7
12196.8	25188.7
12197.8	25188.8
12198.8	25188.8
12199.8	25188.8
12200.8	25188.8
12201.8	25188.8
12202.8	25188.8
12203.8	25188.8
12204.8	25188.8
12205.8	25188.8
12206.8	25188.8
12207.8	25188.8
12208.8	25188.8
12209.8	25188.8
12210.8	25188.8
12211.8	25188.8
12212.8	25188.8
12213.8	25188.8
12214.8	25188.8
12215.8	25188.8
12216.8	25188.8
12217.8	25188.8
12218.8	25188.8
12219.8	25188.8
12220.8	25188.8
12221.8	25188.9
12222.8	25188.9
12223.8	25188.9
12224.8	25188.9
12225.8	25188.9
12226.8	25188.9
12227.8	25188.9
12228.8	25188.9
12229.8	25188.9
12230.8	25188.9
12231.8	25188.9
12232.8	25188.9
12233.8	25188.9
12234.8	25188.9
12235.8	25188.9
12236.8	25188.9
12237.8	25188.9
12238.8	25188.9
12239.8	25188.9
12240.8	25188.9
12241.8	25188.9
12242.8	25188.9
12243.8	25188.9
12244.8	25188.9
12245.8	25188.9
12246.8	25188.9
12247.8	25188.9
12248.8	25188.9
12249.8	25188.9
12250.8	25188.9
12251.8	25188.9
12252.8	25189
12253.8	25189
12254.8	25189
12255.8	25189
12256.8	25189
12257.8	25189
12258.8	25189
12259.8	25189
12260.8	25189
12261.8	25189
12262.8	25189
12263.8	25189
12264.8	25189
12265.8	25188.9
12266.8	25188.9
12267.8	25188.9
12268.8	25188.9
12269.8	25188.9
12270.8	25188.9
12271.8	25188.9
12272.8	25188.9
12273.8	25188.9
12274.8	25188.9
12275.8	25188.9
12276.8	25188.9
12277.8	25188.9
12278.8	25188.9
12279.8	25188.9
12280.8	25188.9
12281.8	25188.9
12282.8	25188.9
12283.8	25188.9
12284.8	25188.9
12285.8	25188.9
12286.8	25188.9
12287.8	25188.9
12288.8	25188.9
12289.8	25188.9
12290.8	25188.9
12291.8	25188.9
12292.8	25188.9
12293.8	25188.9
12294.8	25188.9
12295.8	25188.9
12296.8	25188.8
12297.8	25188.8
12298.8	25188.8
12299.8	25188.8
12300.8	25188.8
12301.8	25188.8
12302.8	25188.8
12303.8	25188.8
12304.8	25188.8
12305.8	25188.8
12306.8	25188.8
12307.8	25188.8
12308.8	25188.8
12309.8	25188.8
12310.8	25188.8
12311.8	25188.8
12312.8	25188.8
12313.8	25188.8
12314.8	25188.8
12315.8	25188.8
12316.8	25188.8
12317.8	25188.8
12318.8	25188.8
12319.8	25188.8
12320.8	25188.8
12321.8	25188.7
12322.8	25188.7
12323.8	25188.7
12324.8	25188.7
12325.8	25188.7
12326.8	25188.7
12327.8	25188.7
12328.8	25188.7
12329.8	25188.7
12330.8	25188.7
12331.8	25188.7
12332.8	25188.7
12333.8	25188.7
12334.8	25188.7
12335.8	25188.7
12336.8	25188.7
12337.8	25188.7
12338.8	25188.7
12339.8	25188.7
12340.8	25188.7
12341.8	25188.7
12342.8	25188.7
12343.8	25188.7
12344.8	25188.7
12345.8	25188.7
12346.8	25188.7
12347.8	25188.7
12348.8	25188.7
12349.8	25188.7
12350.8	25188.7
12351.8	25188.7
12352.8	25188.7
12353.8	25188.7
12354.8	25188.7
12355.8	25188.7
12356.8	25188.7
12357.8	25188.8
12358.8	25188.8
12359.8	25188.8
12360.8	25188.8
12361.8	25188.8
12362.8	25188.8
12363.8	25188.8
12364.8	25188.8
12365.8	25188.8
12366.8	25188.8
12367.8	25188.8
12368.8	25188.8
12369.8	25188.8
12370.8	25188.8
12371.8	25188.8
12372.8	25188.8
12373.8	25188.8
12374.8	25188.8
12375.8	25188.8
12376.8	25188.8
12377.8	25188.8
12378.8	25188.8
12379.8	25188.8
12380.8	25188.8
12381.8	25188.8
12382.8	25188.9
12383.8	25188.9
12384.8	25188.9
12385.8	25188.9
12386.8	25188.9
12387.8	25188.9
12388.8	25188.9
12389.8	25188.9
12390.8	25188.9
12391.8	25188.9
12392.8	25188.9
12393.8	25188.9
12394.8	25188.9
12395.8	25188.9
12396.8	25188.9
12397.8	25188.9
12398.8	25188.9
12399.8	25188.9
12400.8	25188.9
12401.8	25188.9
12402.8	25188.9
12403.8	25188.9
12404.8	25188.9
12405.8	25188.9
12406.8	25188.9
12407.8	25188.9
12408.8	25188.9
12409.8	25188.9
12410.8	25188.9
12411.8	25188.9
12412.8	25188.9
12413.8	25188.9
12414.8	25189
12415.8	25189
12416.8	25189
12417.8	25189
12418.8	25189
12419.8	25189
12420.8	25189
12421.8	25189
12422.8	25189
12423.8	25189
12424.8	25188.9
12425.8	25188.9
12426.8	25188.9
12427.8	25188.9
12428.8	25188.9
12429.8	25188.9
12430.8	25188.9
12431.8	25188.9
12432.8	25188.9
12433.8	25188.9
12434.8	25188.9
12435.8	25188.9
12436.8	25188.9
12437.8	25188.9
12438.8	25188.9
12439.8	25188.9
12440.8	25188.9
12441.8	25188.9
12442.8	25188.9
12443.8	25188.9
12444.8	25188.9
12445.8	25188.9
12446.8	25188.9
12447.8	25188.9
12448.8	25188.9
12449.8	25188.9
12450.8	25188.9
12451.8	25188.9
12452.8	25188.9
12453.8	25188.9
12454.8	25188.9
12455.8	25188.9
12456.8	25188.8
12457.8	25188.8
12458.8	25188.8
12459.8	25188.8
12460.8	25188.8
12461.8	25188.8
12462.8	25188.8
12463.8	25188.8
12464.8	25188.8
12465.8	25188.8
12466.8	25188.8
12467.8	25188.8
12468.8	25188.8
12469.8	25188.8
12470.8	25188.8
12471.8	25188.8
12472.8	25188.8
12473.8	25188.8
12474.8	25188.8
12475.8	25188.8
12476.8	25188.8
12477.8	25188.8
12478.8	25188.8
12479.8	25188.8
12480.8	25188.8
12481.8	25188.8
12482.8	25188.7
12483.8	25188.7
12484.8	25188.7
12485.8	25188.7
12486.8	25188.7
12487.8	25188.7
12488.8	25188.7
12489.8	25188.7
12490.8	25188.7
12491.8	25188.7
12492.8	25188.7
12493.8	25188.7
12494.8	25188.7
12495.8	25188.7
12496.8	25188.7
12497.8	25188.7
12498.8	25188.7
12499.8	25188.7
12500.8	25188.7
12501.8	25188.7
12502.8	25188.7
12503.8	25188.7
12504.8	25188.7
12505.8	25188.7
12506.8	25188.7
12507.8	25188.7
12508.8	25188.7
12509.8	25188.7
12510.8	25188.7
12511.8	25188.7
12512.8	25188.7
12513.8	25188.7
12514.8	25188.7
12515.8	25188.7
12516.8	25188.7
12517.8	25188.8
12518.8	25188.8
12519.8	25188.8
12520.8	25188.8
12521.8	25188.8
12522.8	25188.8
12523.8	25188.8
12524.8	25188.8
12525.8	25188.8
12526.8	25188.8
12527.8	25188.8
12528.8	25188.8
12529.8	25188.8
12530.8	25188.8
12531.8	25188.8
12532.8	25188.8
12533.8	25188.8
12534.8	25188.8
12535.8	25188.8
12536.8	25188.8
12537.8	25188.8
12538.8	25188.8
12539.8	25188.8
12540.8	25188.8
12541.8	25188.8
12542.8	25188.9
12543.8	25188.9
12544.8	25188.9
12545.8	25188.9
12546.8	25188.9
12547.8	25188.9
12548.8	25188.9
12549.8	25188.9
12550.8	25188.9
12551.8	25188.9
12552.8	25188.9
12553.8	25188.9
12554.8	25188.9
12555.8	25188.9
12556.8	25188.9
12557.8	25188.9
12558.8	25188.9
12559.8	25188.9
12560.8	25188.9
12561.8	25188.9
12562.8	25188.9
12563.8	25188.9
12564.8	25188.9
12565.8	25188.9
12566.8	25188.9
12567.8	25188.9
12568.8	25188.9
12569.8	25188.9
12570.8	25188.9
12571.8	25188.9
12572.8	25188.9
12573.8	25188.9
12574.8	25188.9
12575.8	25188.9
12576.8	25189
12577.8	25189
12578.8	25189
12579.8	25189
12580.8	25189
12581.8	25189
12582.8	25189
12583.8	25188.9
12584.8	25188.9
12585.8	25188.9
12586.8	25188.9
12587.8	25188.9
12588.8	25188.9
12589.8	25188.9
12590.8	25188.9
12591.8	25188.9
12592.8	25188.9
12593.8	25188.9
12594.8	25188.9
12595.8	25188.9
12596.8	25188.9
12597.8	25188.9
12598.8	25188.9
12599.8	25188.9
12600.8	25188.9
12601.8	25188.9
12602.8	25188.9
12603.8	25188.9
12604.8	25188.9
12605.8	25188.9
12606.8	25188.9
12607.8	25188.9
12608.8	25188.9
12609.8	25188.9
12610.8	25188.9
12611.8	25188.9
12612.8	25188.9
12613.8	25188.9
12614.8	25188.9
12615.8	25188.9
12616.8	25188.9
12617.8	25188.8
12618.8	25188.8
12619.8	25188.8
12620.8	25188.8
12621.8	25188.8
12622.8	25188.8
12623.8	25188.8
12624.8	25188.8
12625.8	25188.8
12626.8	25188.8
12627.8	25188.8
12628.8	25188.8
12629.8	25188.8
12630.8	25188.8
12631.8	25188.8
12632.8	25188.8
12633.8	25188.8
12634.8	25188.8
12635.8	25188.8
12636.8	25188.8
12637.8	25188.8
12638.8	25188.8
12639.8	25188.8
12640.8	25188.8
12641.8	25188.8
12642.8	25188.7
12643.8	25188.7
12644.8	25188.7
12645.8	25188.7
12646.8	25188.7
12647.8	25188.7
12648.8	25188.7
12649.8	25188.7
12650.8	25188.7
12651.8	25188.7
12652.8	25188.7
12653.8	25188.7
12654.8	25188.7
12655.8	25188.7
12656.8	25188.7
12657.8	25188.7
12658.8	25188.7
12659.8	25188.7
12660.8	25188.7
12661.8	25188.7
12662.8	25188.7
12663.8	25188.7
12664.8	25188.7
12665.8	25188.7
12666.8	25188.7
12667.8	25188.7
12668.8	25188.7
12669.8	25188.7
12670.8	25188.7
12671.8	25188.7
12672.8	25188.7
12673.8	25188.7
12674.8	25188.7
12675.8	25188.7
12676.8	25188.8
12677.8	25188.8
12678.8	25188.8
12679.8	25188.8
12680.8	25188.8
12681.8	25188.8
12682.8	25188.8
12683.8	25188.8
12684.8	25188.8
12685.8	25188.8
12686.8	25188.8
12687.8	25188.8
12688.8	25188.8
12689.8	25188.8
12690.8	25188.8
12691.8	25188.8
12692.8	25188.8
12693.8	25188.8
12694.8	25188.8
12695.8	25188.8
12696.8	25188.8
12697.8	25188.8
12698.8	25188.8
12699.8	25188.8
12700.8	25188.8
12701.8	25188.8
12702.8	25188.9
12703.8	25188.9
12704.8	25188.9
12705.8	25188.9
12706.8	25188.9
12707.8	25188.9
12708.8	25188.9
12709.8	25188.9
12710.8	25188.9
12711.8	25188.9
12712.8	25188.9
12713.8	25188.9
12714.8	25188.9
12715.8	25188.9
12716.8	25188.9
12717.8	25188.9
12718.8	25188.9
12719.8	25188.9
12720.8	25188.9
12721.8	25188.9
12722.8	25188.9
12723.8	25188.9
12724.8	25188.9
12725.8	25188.9
12726.8	25188.9
12727.8	25188.9
12728.8	25188.9
12729.8	25188.9
12730.8	25188.9
12731.8	25188.9
12732.8	25188.9
12733.8	25188.9
12734.8	25188.9
12735.8	25188.9
12736.8	25188.9
12737.8	25188.9
12738.8	25188.9
12739.8	25188.9
12740.8	25188.9
12741.8	25188.9
12742.8	25188.9
12743.8	25188.9
12744.8	25188.9
12745.8	25188.9
12746.8	25188.9
12747.8	25188.9
12748.8	25188.9
12749.8	25188.9
12750.8	25188.9
12751.8	25188.9
12752.8	25188.9
12753.8	25188.9
12754.8	25188.9
12755.8	25188.9
12756.8	25188.9
12757.8	25188.9
12758.8	25188.9
12759.8	25188.9
12760.8	25188.9
12761.8	25188.9
12762.8	25188.9
12763.8	25188.9
12764.8	25188.9
12765.8	25188.9
12766.8	25188.9
12767.8	25188.9
12768.8	25188.9
12769.8	25188.9
12770.8	25188.9
12771.8	25188.9
12772.8	25188.9
12773.8	25188.9
12774.8	25188.9
12775.8	25188.9
12776.8	25188.9
12777.8	25188.8
12778.8	25188.8
12779.8	25188.8
12780.8	25188.8
12781.8	25188.8
12782.8	25188.8
12783.8	25188.8
12784.8	25188.8
12785.8	25188.8
12786.8	25188.8
12787.8	25188.8
12788.8	25188.8
12789.8	25188.8
12790.8	25188.8
12791.8	25188.8
12792.8	25188.8
12793.8	25188.8
12794.8	25188.8
12795.8	25188.8
12796.8	25188.8
12797.8	25188.8
12798.8	25188.8
12799.8	25188.8
12800.8	25188.8
12801.8	25188.8
12802.8	25188.8
12803.8	25188.7
12804.8	25188.7
12805.8	25188.7
12806.8	25188.7
12807.8	25188.7
12808.8	25188.7
12809.8	25188.7
12810.8	25188.7
12811.8	25188.7
12812.8	25188.7
12813.8	25188.7
12814.8	25188.7
12815.8	25188.7
12816.8	25188.7
12817.8	25188.7
12818.8	25188.7
12819.8	25188.7
12820.8	25188.7
12821.8	25188.7
12822.8	25188.7
12823.8	25188.7
12824.8	25188.7
12825.8	25188.7
12826.8	25188.7
12827.8	25188.7
12828.8	25188.7
12829.8	25188.7
12830.8	25188.7
12831.8	25188.7
12832.8	25188.7
12833.8	25188.7
12834.8	25188.7
12835.8	25188.7
12836.8	25188.8
12837.8	25188.8
12838.8	25188.8
12839.8	25188.8
12840.8	25188.8
12841.8	25188.8
12842.8	25188.8
12843.8	25188.8
12844.8	25188.8
12845.8	25188.8
12846.8	25188.8
12847.8	25188.8
12848.8	25188.8
12849.8	25188.8
12850.8	25188.8
12851.8	25188.8
12852.8	25188.8
12853.8	25188.8
12854.8	25188.8
12855.8	25188.8
12856.8	25188.8
12857.8	25188.8
12858.8	25188.8
12859.8	25188.8
12860.8	25188.8
12861.8	25188.8
12862.8	25188.8
12863.8	25188.9
12864.8	25188.9
12865.8	25188.9
12866.8	25188.9
12867.8	25188.9
12868.8	25188.9
12869.8	25188.9
12870.8	25188.9
12871.8	25188.9
12872.8	25188.9
12873.8	25188.9
12874.8	25188.9
12875.8	25188.9
12876.8	25188.9
12877.8	25188.9
12878.8	25188.9
12879.8	25188.9
12880.8	25188.9
12881.8	25188.9
12882.8	25188.9
12883.8	25188.9
12884.8	25188.9
12885.8	25188.9
12886.8	25188.9
12887.8	25188.9
12888.8	25188.9
12889.8	25188.9
12890.8	25188.9
12891.8	25188.9
12892.8	25188.9
12893.8	25188.9
12894.8	25188.9
12895.8	25188.9
12896.8	25188.9
12897.8	25188.9
12898.8	25188.9
12899.8	25188.9
12900.8	25188.9
12901.8	25188.9
12902.8	25188.9
12903.8	25188.9
12904.8	25188.9
12905.8	25188.9
12906.8	25188.9
12907.8	25188.9
12908.8	25188.9
12909.8	25188.9
12910.8	25188.9
12911.8	25188.9
12912.8	25188.9
12913.8	25188.9
12914.8	25188.9
12915.8	25188.9
12916.8	25188.9
12917.8	25188.9
12918.8	25188.9
12919.8	25188.9
12920.8	25188.9
12921.8	25188.9
12922.8	25188.9
12923.8	25188.9
12924.8	25188.9
12925.8	25188.9
12926.8	25188.9
12927.8	25188.9
12928.8	25188.9
12929.8	25188.9
12930.8	25188.9
12931.8	25188.9
12932.8	25188.9
12933.8	25188.9
12934.8	25188.9
12935.8	25188.9
12936.8	25188.9
12937.8	25188.8
12938.8	25188.8
12939.8	25188.8
12940.8	25188.8
12941.8	25188.8
12942.8	25188.8
12943.8	25188.8
12944.8	25188.8
12945.8	25188.8
12946.8	25188.8
12947.8	25188.8
12948.8	25188.8
12949.8	25188.8
12950.8	25188.8
12951.8	25188.8
12952.8	25188.8
12953.8	25188.8
12954.8	25188.8
12955.8	25188.8
12956.8	25188.8
12957.8	25188.8
12958.8	25188.8
12959.8	25188.8
12960.8	25188.8
12961.8	25188.8
12962.8	25188.8
12963.8	25188.8
12964.8	25188.7
12965.8	25188.7
12966.8	25188.7
12967.8	25188.7
12968.8	25188.7
12969.8	25188.7
12970.8	25188.7
12971.8	25188.7
12972.8	25188.7
12973.8	25188.7
12974.8	25188.7
12975.8	25188.7
12976.8	25188.7
12977.8	25188.7
12978.8	25188.7
12979.8	25188.7
12980.8	25188.7
12981.8	25188.7
12982.8	25188.7
12983.8	25188.7
12984.8	25188.7
12985.8	25188.7
12986.8	25188.7
12987.8	25188.7
12988.8	25188.7
12989.8	25188.7
12990.8	25188.7
12991.8	25188.7
12992.8	25188.7
12993.8	25188.7
12994.8	25188.7
12995.8	25188.7
12996.8	25188.8
12997.8	25188.8
12998.8	25188.8
12999.8	25188.8
13000.8	25188.8
13001.8	25188.8
13002.8	25188.8
13003.8	25188.8
13004.8	25188.8
13005.8	25188.8
13006.8	25188.8
13007.8	25188.8
13008.8	25188.8
13009.8	25188.8
13010.8	25188.8
13011.8	25188.8
13012.8	25188.8
13013.8	25188.8
13014.8	25188.8
13015.8	25188.8
13016.8	25188.8
13017.8	25188.8
13018.8	25188.8
13019.8	25188.8
13020.8	25188.8
13021.8	25188.8
13022.8	25188.8
13023.8	25188.9
13024.8	25188.9
13025.8	25188.9
13026.8	25188.9
13027.8	25188.9
13028.8	25188.9
13029.8	25188.9
13030.8	25188.9
13031.8	25188.9
13032.8	25188.9
13033.8	25188.9
13034.8	25188.9
13035.8	25188.9
13036.8	25188.9
13037.8	25188.9
13038.8	25188.9
13039.8	25188.9
13040.8	25188.9
13041.8	25188.9
13042.8	25188.9
13043.8	25188.9
13044.8	25188.9
13045.8	25188.9
13046.8	25188.9
13047.8	25188.9
13048.8	25188.9
13049.8	25188.9
13050.8	25188.9
13051.8	25188.9
13052.8	25188.9
13053.8	25188.9
13054.8	25188.9
13055.8	25188.9
13056.8	25188.9
13057.8	25188.9
13058.8	25188.9
13059.8	25188.9
13060.8	25188.9
13061.8	25188.9
13062.8	25188.9
13063.8	25188.9
13064.8	25188.9
13065.8	25188.9
13066.8	25188.9
13067.8	25188.9
13068.8	25188.9
13069.8	25188.9
13070.8	25188.9
13071.8	25188.9
13072.8	25188.9
13073.8	25188.9
13074.8	25188.9
13075.8	25188.9
13076.8	25188.9
13077.8	25188.9
13078.8	25188.9
13079.8	25188.9
13080.8	25188.9
13081.8	25188.9
13082.8	25188.9
13083.8	25188.9
13084.8	25188.9
13085.8	25188.9
13086.8	25188.9
13087.8	25188.9
13088.8	25188.9
13089.8	25188.9
13090.8	25188.9
13091.8	25188.9
13092.8	25188.9
13093.8	25188.9
13094.8	25188.9
13095.8	25188.9
13096.8	25188.9
13097.8	25188.8
13098.8	25188.8
13099.8	25188.8
13100.8	25188.8
13101.8	25188.8
13102.8	25188.8
13103.8	25188.8
13104.8	25188.8
13105.8	25188.8
13106.8	25188.8
13107.8	25188.8
13108.8	25188.8
13109.8	25188.8
13110.8	25188.8
13111.8	25188.8
13112.8	25188.8
13113.8	25188.8
13114.8	25188.8
13115.8	25188.8
13116.8	25188.8
13117.8	25188.8
13118.8	25188.8
13119.8	25188.8
13120.8	25188.8
13121.8	25188.8
13122.8	25188.8
13123.8	25188.8
13124.8	25188.8
13125.8	25188.7
13126.8	25188.7
13127.8	25188.7
13128.8	25188.7
13129.8	25188.7
13130.8	25188.7
13131.8	25188.7
13132.8	25188.7
13133.8	25188.7
13134.8	25188.7
13135.8	25188.7
13136.8	25188.7
13137.8	25188.7
13138.8	25188.7
13139.8	25188.7
13140.8	25188.7
13141.8	25188.7
13142.8	25188.7
13143.8	25188.7
13144.8	25188.7
13145.8	25188.7
13146.8	25188.7
13147.8	25188.7
13148.8	25188.7
13149.8	25188.7
13150.8	25188.7
13151.8	25188.7
13152.8	25188.7
13153.8	25188.7
13154.8	25188.7
13155.8	25188.7
13156.8	25188.8
13157.8	25188.8
13158.8	25188.8
13159.8	25188.8
13160.8	25188.8
13161.8	25188.8
13162.8	25188.8
13163.8	25188.8
13164.8	25188.8
13165.8	25188.8
13166.8	25188.8
13167.8	25188.8
13168.8	25188.8
13169.8	25188.8
13170.8	25188.8
13171.8	25188.8
13172.8	25188.8
13173.8	25188.8
13174.8	25188.8
13175.8	25188.8
13176.8	25188.8
13177.8	25188.8
13178.8	25188.8
13179.8	25188.8
13180.8	25188.8
13181.8	25188.8
13182.8	25188.8
13183.8	25188.9
13184.8	25188.9
13185.8	25188.9
13186.8	25188.9
13187.8	25188.9
13188.8	25188.9
13189.8	25188.9
13190.8	25188.9
13191.8	25188.9
13192.8	25188.9
13193.8	25188.9
13194.8	25188.9
13195.8	25188.9
13196.8	25188.9
13197.8	25188.9
13198.8	25188.9
13199.8	25188.9
13200.8	25188.9
13201.8	25188.9
13202.8	25188.9
13203.8	25188.9
13204.8	25188.9
13205.8	25188.9
13206.8	25188.9
13207.8	25188.9
13208.8	25188.9
13209.8	25188.9
13210.8	25188.9
13211.8	25188.9
13212.8	25188.9
13213.8	25188.9
13214.8	25188.9
13215.8	25188.9
13216.8	25188.9
13217.8	25188.9
13218.8	25188.9
13219.8	25188.9
13220.8	25188.9
13221.8	25188.9
13222.8	25188.9
13223.8	25188.9
13224.8	25188.9
13225.8	25188.9
13226.8	25188.9
13227.8	25188.9
13228.8	25188.9
13229.8	25188.9
13230.8	25188.9
13231.8	25188.9
13232.8	25188.9
13233.8	25188.9
13234.8	25188.9
13235.8	25188.9
13236.8	25188.9
13237.8	25188.9
13238.8	25188.9
13239.8	25188.9
13240.8	25188.9
13241.8	25188.9
13242.8	25188.9
13243.8	25188.9
13244.8	25188.9
13245.8	25188.9
13246.8	25188.9
13247.8	25188.9
13248.8	25188.9
13249.8	25188.9
13250.8	25188.9
13251.8	25188.9
13252.8	25188.9
13253.8	25188.9
13254.8	25188.9
13255.8	25188.9
13256.8	25188.9
13257.8	25188.9
13258.8	25188.8
13259.8	25188.8
13260.8	25188.8
13261.8	25188.8
13262.8	25188.8
13263.8	25188.8
13264.8	25188.8
13265.8	25188.8
13266.8	25188.8
13267.8	25188.8
13268.8	25188.8
13269.8	25188.8
13270.8	25188.8
13271.8	25188.8
13272.8	25188.8
13273.8	25188.8
13274.8	25188.8
13275.8	25188.8
13276.8	25188.8
13277.8	25188.8
13278.8	25188.8
13279.8	25188.8
13280.8	25188.8
13281.8	25188.8
13282.8	25188.8
13283.8	25188.8
13284.8	25188.8
13285.8	25188.7
13286.8	25188.7
13287.8	25188.7
13288.8	25188.7
13289.8	25188.7
13290.8	25188.7
13291.8	25188.7
13292.8	25188.7
13293.8	25188.7
13294.8	25188.7
13295.8	25188.7
13296.8	25188.7
13297.8	25188.7
13298.8	25188.7
13299.8	25188.7
13300.8	25188.7
13301.8	25188.7
13302.8	25188.7
13303.8	25188.7
13304.8	25188.7
13305.8	25188.7
13306.8	25188.7
13307.8	25188.7
13308.8	25188.7
13309.8	25188.7
13310.8	25188.7
13311.8	25188.7
